,name,price_elasticity,price_mean,quantity_mean,intercept,slope,rsquared,p_value,ranking
0,EOS Rebel SL2 DSLR Camera Body Deluxe Kit,90.15276458939015,553.0727083333334,2.125,-189.449624752454,0.3463823505769394,0.98734377471919,6.365531187634287e-07,1
1,Panasonic - Lumix G85 Mirrorless Camera with 12-60mm Lens - Black,-98.22948571428583,991.74,1.875,186.05528571428593,-0.18571428571428594,0.9814169570267132,2.0195304666881068e-06,2
